1169751061	0	9	10	7
1964352925	16	0	0	0
2126343010	11	8	7	0
2394189127	6	9	11	0
2436081424	13	0	7	5
1651056322	19	0	0	0
1393819597	12	8	0	6
2710281832	13	0	9	4
1906656115	16	0	0	0
2703712604	3	12	0	13
1653268692	16	0	0	0
2123825853	0	10	8	6
2698510800	16	0	0	0
1399708472	11	8	8	0
1828722893	17	0	0	0
1811458302	0	0	0	24
1776687803	12	3	0	13
2334940631	14	8	0	5
1655972054	0	11	6	7
1851810351	8	9	0	7
1939097570	10	8	0	10
1966099155	10	9	0	8
1779025641	14	4	0	9
3076483554	12	8	0	8
1803638032	7	9	14	0
2403739694	14	0	7	5
1998469922	20	0	0	0
1683629213	16	0	0	0
1958517085	9	7	0	11
2827712472	11	6	9	0
1765789531	5	8	0	14
2594546540	6	14	8	0
1934501323	22	0	0	0
1821064392	4	13	11	0
1645127382	7	8	0	14
2273503434	12	0	6	9
1888972903	13	8	0	5
2145557751	8	5	0	12
1669606121	10	5	0	10
1851801487	10	7	0	9
1590082360	0	14	7	6
1434452662	15	7	6	0
1752437327	12	5	0	12
3224282240	0	14	4	9
1846054362	12	5	10	0
1668903602	9	11	0	5
1644999073	12	7	0	10
1769479974	14	5	0	8
1824946393	11	8	0	9
2720583420	0	13	4	9
1648415385	14	5	0	9
2375564462	0	0	0	16
1744829985	19	0	0	0
2011048912	18	0	0	0
2105840290	8	6	11	0
1804183753	0	11	7	7
1135238755	9	8	0	7
2178620442	14	7	7	0
1751791731	15	7	0	6
1534876013	0	16	0	0
1750380535	11	9	0	6
1244855447	5	12	9	0
2091957354	12	0	3	13
2173503857	8	11	0	8
1764614685	10	9	0	6
2380051601	11	5	0	10
1266258725	17	0	0	0
2640681253	11	11	0	4
1838160764	0	12	8	6
2155007394	0	14	7	6
2020384603	19	0	0	0
2784718953	15	6	0	7
1082597634	4	14	10	0
1732181991	19	0	0
1733373891	16	0	0	0
2033679162	8	8	0	10
2090313081	11	10	6	0
1657208342	12	6	11	0
2894613241	5	13	9	0
2802105852	7	15	0	5
2465515645	7	0	7	7
1758564091	7	11	0	6
1665610720	7	9	11	0
2745984275	12	0	8	6
1744818681	13	8	0	6
2606492717	0	0	0	24
1998039423	11	10	0	6
1886344671	0	9	9	6
2821942763	20	0	0	0
2153541462	8	8	0	14
1694090980	12	7	0	6
1807397044	9	7	0	8
1756337785	9	11	9	0
1723969525	9	9	0	10
1580487861	13	9	5	0
1877750162	11	6	0	10
1793200364	15	5	0	8
1732061561	11	8	7	0
2946708333	9	7	0	10
2794392654	14	7	0	7
1613596361	17	0	0	0
2537379912	10	11	5	0
1846215535	6	11	11	0
1762029212	23	0	0	0
1809687500	10	4	0	13
1661649157	14	5	7	0
1677321184	7	7	12	0
2129258062	0	8	10	6
1464454905	8	9	0	11
1547392090	9	11	6	0
1548360355	8	7	11	0
2190282631	16	0	0	0
2685031983	9	12	7	0
1679727130	7	9	12	0
2005046861	11	8	0	8
1251872852	8	6	0	15
2276180091	14	7	6	0
1704713670	5	12	0	12
2731241171	19	0	0	0
1803769512	6	8	11	0
2215734012	8	7	0	9
2104429390	17	0	0	0
2085178417	8	10	0	8
2584134547	7	15	0	4
1633613221	10	0	7	8
2450408930	9	10	8	0
1947472367	16	0	0	0
1043714862	0	0	16	0
1134000781	0	20	0	0
1337945710	0	12	7	8
1783152057	17	0	0	0
1822287751	13	3	0	12
1865371744	11	9	0	5
1885153555	13	4	0	9
2199004523	17	0	0	0
2346041504	8	7	15	0
1919595052	8	8	0	9
1895567924	14	7	0	5
2178967260	11	8	7	0
1879448450	19	0	0	0
1820153443	12	11	4	0
2076134957	13	5	8	0
1770195893	22	0	0	0
1809029893	11	10	0	5
1757691561	8	10	0	7
1750169161	0	12	10	6
1689288824	13	7	0	5
1577291254	0	5	9	11
1960339970	7	12	7	0
2473001101	0	6	15	6
2694514545	15	0	7	5
1252920481	6	6	13	0
1776504353	9	7	0	14
1380237993	9	9	0	7
1760227022	11	7	0	11
21871814	12	7	6	0
2794392654	14	7	0	7
1613596361	17	0	0	0
2537379912	10	11	5	0
1846215535	6	11	11	0
1762029212	23	0	0	0
1809687500	10	4	0	13
1661649157	14	5	7	0
1677321184	7	7	11	0
2129258062	0	8	10	6
1464454905	8	9	0	11
1547392090	9	11	6	0
1548360355	8	7	11	0
2190282631	16	0	0	0
2685031983	9	12	7	0
1679727130	7	9	12	0
2005046861	11	8	0	8
1251872852	8	6	0	15
1771500093	13	11	0	4
2276180091	14	7	6	0
1704713670	5	12	0	13
2731241171	19	0	0	0
1803769512	6	8	11	0
2215734012	8	7	0	9
2104429390	17	0	0	0
2085178417	8	10	0	8
2584134547	7	15	0	4
1633613221	10	0	7	8
2450408930	9	10	8	0
1043714862	0	0	16	0
1134000781	0	20	0	0
1337945710	0	12	7	8
1783152057	17	0	0	0
2022489391	13	5	8	4
1670268851	9	0	9	8
2038083370	9	7	9	5
1865371744	11	9	0	5
1885153555	13	4	0	9
2199004523	17	0	0	0
2346041504	8	7	15	0
1919595052	8	8	0	9
1895567924	14	7	0	5
2178967260	11	8	7	0
1879448450	19	0	0	0
1809029893	11	10	0	5
1750169161	0	12	10	6
1412470877	6	10	11	0
2747459272	0	10	0	13
1407109764	0	11	12	4
1694831243	18	0	0	0
2286988241	12	6	0	9
2332274877	6	15	0	8
2646755627	0	13	6	6
1705971903	9	8	8	0
1512363345	12	8	0	5
1662715212	7	14	0	6
1886100773	7	9	8	0
1188667237	13	3	0	13
2097803710	22	0	0	0
1621668361	16	0	0	0
1709008327	13	5	0	10
1761052685	9	10	0	6
1408213571	7	8	13	0
1751036990	0	15	5	7
1862520850	11	6	0	10
1763526820	10	6	0	9
1411579523	6	13	7	0
1876803115	13	6	8	0
2141693493	0	16	0	0
2012817512	0	10	8	6
2460202940	0	14	10	4
1848145217	17	0	0	0
1716917464	17	0	0	0
1456274411	4	9	15	0
1970937917	16	0	0	0
1405319907	13	0	7	9
2018916095	0	13	6	8
2294367725	10	13	7	0
1787483945	8	7	0	10
1650562925	9	14	0	6
2397001945	10	8	7	0
1751202101	10	9	0	6
1648295774	7	11	0	10
1831730911	0	7	5	14
2368820151	18	0	0	0
1910439580	7	8	0	13
1443494645	15	0	7	4
1586199920	13	4	12	0
1884642705	12	0	5	10
1601449635	0	15	5	9
2480335940	6	11	0	9
1359802552	10	9	7	0
1665679181	0	22	0	0
1646674681	6	7	0	13
1774045213	10	5	0	12
1399514363	13	4	0	13
1759557897	0	0	16	0
1656998315	14	4	10	0
2723679407	0	0	17	0
1832194490	9	9	0	10
1973302145	8	9	0	8
1750504415	9	6	0	12
2042518217	10	8	7	0
1732418343	6	8	0	11
1725547754	9	4	0	14
1773460501	6	6	0	15
2424243971	13	9	0	6
1490349185	5	12	0	9
1830012667	11	8	0	6
2403584083	11	0	11	6
1761866501	0	0	0	16
2726860487	16	0	0	0
1747883873	6	0	13	6
1787076481	8	9	9	0
1143641361	7	10	0	8
1827085111	9	8	8	0
1088932842	0	16	0	0
1830691854	12	9	0	6
1891141644	0	6	6	12
2133055865	13	7	0	7
1752671450	10	9	0	6
1866526644	11	9	6	0
1775300480	20	0	0	0
1797961884	11	6	0	7
1131485364	5	13	0	10
1683475940	11	7	7	0
1397436361	14	4	0	9
2869292020	12	7	0	8
1272406014	12	8	6	0
1710869837	6	10	0	9
1233100372	6	10	9	0
1840857447	11	6	0	11
1712853791	9	6	0	13
2017464763	9	6	0	9
2899597611	16	0	0	0
1858533782	7	11	0	8
1790436907	5	8	0	13
1918820434	10	0	3	15
1743478485	10	8	9	0
2731799325	13	6	6	0
2878182192	16	0	0	0
1914658991	4	11	0	11
1705327891	0	0	0	16
1686183843	8	9	7	0
1609057747	4	15	8	0
1688375350	10	6	9	0
1761805301	13	0	9	4
1985323651	5	8	15	0
1882376657	0	13	8	5
1678550822	7	7	0	11
1690594243	13	7	6	0
2251371991	13	9	0	5
1689493830	15	9	0	6
2898964103	0	0	0	16
1757908391	0	11	8	6
2326043360	18	0	0	0
2548273462	10	9	8	0
1936274983	20	0	0	0
1882965794	16	0	0	0
1648931881	0	8	9	10
1633445927	8	9	9	0
1693332781	7	9	12	0
2423775822	10	10	0	6
2642708364	12	8	6	0
1599931715	7	0	15	4
1680732690	10	9	8	0
1692683943	12	9	0	7
1419705341	7	8	10	0
1926872610	0	7	11	8
1408768271	0	18	0	0
1272131210	12	10	0	4
2138985823	7	11	0	11
1676334675	8	10	7	10
1742143837	8	6	15	0
1904157933	0	10	7	8
2132133114	14	5	0	6
1646484547	14	7	6	0
1737523957	0	15	5	5
1712182854	131	10	0	4
1259989582	17	0	0	0
